asin,isGot
1572521597,0
1572522410,0
1572521368,0
1572522828,0
1572521384,0
1572525401,0
1572525959,0
1572522380,0
1572523255,0
1572526564,0
1572527242,0
1572521767,0
1572522224,0
1572523026,0
1572524537,0
1572524413,0
1572522321,0
1572525509,0
1572522402,0
1572528338,0
1572522127,0
1572523573,0
1572525525,0
157252765X,0
1572522445,0
1572522232,0
1572522550,0
157252250X,0
1573305723,0
1573305766,0
1573307386,0
1573303585,0
1573309869,0
1573301043,0
1573309966,0
1573305588,0
1573300985,0
1573300357,0
1573306932,0
1573306983,0
1573300470,0
1573309885,0
1573301507,0
1573309982,0
1573301469,0
1573470589,0
1573470988,0
1573472093,0
157347049X,0
1573471194,0
1573623008,0
1573470767,0
1573470821,0
1573624071,0
1573624365,0
1573626481,0
1573626910,0
1573626163,0
157362408X,0
1573624802,0
157362554X,0
157347181X,0
1573623946,0
1573628042,0
1573627089,0
157362389X,0
1573629774,0
1573624101,0
1573623903,0
1573624160,0
1573626171,0
1573624977,0
1573471917,0
157347228X,0
1573624292,0
1573471070,0
1573628174,0
157492463X,0
1574922777,0
1574924486,0
1574924656,0
1574927302,0
1574925784,0
157492432X,0
1574924451,0
1574922815,0
1574922807,0
1574928228,0
1574928295,0
1575237555,0
157523730X,0
1575237466,0
1574920855,0
1575239701,0
1575233452,0
1575235846,0
1576181006,0
1577133196,0
1577138112,0
157742154X,0
1577422821,0
1577423232,0
1577421531,0
1578004306,0
1578002230,0
1578071976,0
1578071461,0
1578213959,0
1578212308,0
1578214696,0
1578482135,0
157848300X,0
1578482305,0
1578483050,0
1578482909,0
1578482984,0
1578482895,0
1578482739,0
1578900026,0
1578900018,0
1582704147,0
1582704708,0
1582705674,0
1583500251,0
1583500561,0
1584480408,0
1584481358,0
1586171941,0
1586551043,0
1586683950,0
1587270811,0
1591259886,0
1591796946,0
1592180418,0
1594444536,0
1596982004,0
1596982012,0
1598038990,0
1601400748,0
1603584803,0
1603993428,0
1603996796,0
1603993266,0
1604865229,0
160529893X,0
1605290572,0
1606732439,0
1608618897,0
1612387292,0
1421367912,0
1578482224,0
1627590803,0
1629971804,0
1629970484,0
1629971340,0
0005164850,0
1880336499,0
1885955006,0
1888568003,0
1888617098,0
188916514X,0
1891252135,0
1892309165,0
1896306918,0
1896306292,0
1896306071,0
1896306993,0
1897020600,0
1921643870,0
1930004540,0
1930612001,0
1932134670,0
1932225285,0
1932645446,0
1933424478,0
1933424338,0
1933591005,0
1578216095,0
1935515535,0
1936488264,0
193648806X,0
1936488191,0
1936906309,0
1937825469,0
1937920119,0
1938067517,0
193834037X,0
0740309323,0
381409011X,0
3812900319,0
3918810143,0
5551037568,0
5550137976,0
5553615429,0
5550211793,0
5555221916,0
5552439538,0
5554454828,0
5555084080,0
5555291744,0
5558279494,0
5554452574,0
555402128X,0
5559477400,0
5553799260,0
555987308X,0
5559203726,0
5559571741,0
5553646839,0
5559921009,0
5559778273,0
5819906179,0
581990608X,0
5819906586,0
5556000948,0
5819907027,0
6160601083,0
6162251020,0
6163271416,0
6162251012,0
6115220017,0
6163876032,0
6160418289,0
6165010083,0
6300132838,0
6300133257,0
6300133737,0
6300129373,0
616344261X,0
6165155901,0
6300133133,0
6300137236,0
6300134938,0
6300137171,0
630014738X,0
6300134210,0
6300146464,0
6300133486,0
630014996X,0
6300150151,0
6300146421,0
6300138429,0
6300147274,0
6300128628,0
630013718X,0
630012861X,0
6300134318,0
6300142256,0
6300137376,0
6300147444,0
6300149978,0
6300147630,0
6300159140,0
6300155447,0
6300147789,0
6300157601,0
6300147487,0
6300131076,0
6300155919,0
6300164616,0
630015467X,0
6300158888,0
6300141012,0
6300158411,0
6300132641,0
6300160270,0
630015386X,0
6300165760,0
6300146057,0
6300163962,0
630016389X,0
6300137511,0
6300166139,0
6300153029,0
6300147967,0
6300180247,0
6300145786,0
6300166651,0
6300181316,0
6300164373,0
6300165302,0
6300164063,0
6300167003,0
6300178161,0
6300181227,0
6300181847,0
6300151875,0
6300158772,0
6300152618,0
6300134865,0
6300181375,0
6300163687,0
6300158500,0
6300181731,0
6300151360,0
6300151891,0
6300158926,0
630018191X,0
6300181545,0
6300181898,0
6300158764,0
6300151484,0
6300165086,0
6300140938,0
6300181987,0
6300158349,0
6300181065,0
6300182029,0
630015761X,0
630018286X,0
6300182738,0
6300147355,0
6300183920,0
630018305X,0
6300182800,0
6300180204,0
6300183475,0
630015002X,0
6300184293,0
6300183033,0
6300182649,0
6300183416,0
6300184242,0
6300183769,0
6300167178,0
6300184595,0
6300183459,0
6300183432,0
6300184269,0
6300183505,0
6300183831,0
6300175197,0
6300182304,0
630018207X,0
6300175170,0
6300183785,0
6300183548,0
6300158683,0
6300182061,0
6300159159,0
6300183807,0
6300185443,0
6300185451,0
6300182517,0
6300185125,0
6300179109,0
6300185370,0
6300182681,0
6300182002,0
6300185117,0
6300185044,0
6300186806,0
6300181510,0
6300185230,0
6300185974,0
6300198200,0
6300150879,0
6300185176,0
630018904X,0
6300198537,0
6300206610,0
6300185788,0
6300189538,0
6300208117,0
630020815X,0
6300183513,0
6300182924,0
6300208060,0
6300185893,0
630020829X,0
6300208672,0
6300184900,0
6300208044,0
6300208575,0
6300198413,0
6300189082,0
630016411X,0
6300198731,0
6300208818,0
6300209237,0
6300208850,0
6300207870,0
6300208192,0
630018675X,0
6300198499,0
6300212912,0
630021320X,0
6300208591,0
6300213501,0
630018384X,0
6300182428,0
6300184250,0
6300213021,0
6300189686,0
6300207935,0
6300185885,0
6300208540,0
6300209075,0
6300214133,0
6300213641,0
6300213714,0
630021415X,0
6300213706,0
6300214338,0
6300214265,0
6300213951,0
6300213927,0
6300214508,0
6300214117,0
6300213730,0
630020992X,0
6300209369,0
6300214230,0
6300213137,0
6300214087,0
6300213986,0
6300213579,0
6300189503,0
6300183726,0
6300213897,0
6300186180,0
6300214222,0
630021348X,0
6300209253,0
6300213560,0
6300213900,0
6300214893,0
6300208419,0
6300214737,0
6300214028,0
6300214567,0
6300213803,0
6300215202,0
6300214958,0
6300209296,0
6300185206,0
6300214346,0
6300209164,0
6300214613,0
6300214648,0
6300214192,0
6300213056,0
6300215520,0
6300189856,0
6300215555,0
6300185869,0
6300215598,0
6300214680,0
6300215806,0
6300214044,0
6300215849,0
6300215601,0
6300216209,0
6300214052,0
6300214184,0
6300213781,0
6300216284,0
6300216527,0
6300215903,0
6300214664,0
6300214583,0
630021575X,0
6300216497,0
6300215350,0
6300213943,0
6300216144,0
6300216306,0
6300214575,0
6300215245,0
6300216705,0
6300213587,0
6300215660,0
6300215954,0
6300213749,0
6300216861,0
6300215490,0
6300216535,0
6300215989,0
6300216071,0
6300209830,0
6300214672,0
6300216055,0
6300216950,0
6300216179,0
6300214311,0
6300208931,0
6300215628,0
6300216454,0
6300208443,0
6300210685,0
6300216586,0
6300216721,0
6300216047,0
6300216241,0
6300216977,0
6300218074,0
6300216853,0
6300208354,0
6300208664,0
6300216543,0
6300216489,0
6300213404,0
6300217027,0
6300211649,0
6300215458,0
6300218120,0
6300184803,0
6300214974,0
6300215970,0
6300216918,0
6300216764,0
6300216934,0
6300216691,0
6300227049,0
6300216438,0
6300218031,0
6300246817,0
6300217515,0
6300218228,0
6300216225,0
6300230066,0
6300216373,0
6300217620,0
6300246876,0
6300186016,0
6300247406,0
6300247392,0
6300247333,0
6300229491,0
6300247139,0
6300218090,0
6300217728,0
6300215261,0
6300217388,0
6300215857,0
6300248097,0
6300247090,0
6300247651,0
6300216594,0
6300246795,0
630024752X,0
6300218406,0
6300248089,0
6300248488,0
6300214559,0
6300247171,0
6300216799,0
6300250164,0
6300246973,0
630021673X,0
6300216632,0
6300250512,0
6300213323,0
6300247597,0
6300250172,0
6300247821,0
6300249964,0
6300248135,0
6300247589,0
6300246868,0
6300214710,0
6300250407,0
6300248216,0
6300247694,0
6300249824,0
630021592X,0
6300246787,0
6300251748,0
6300247236,0
6300248100,0
6300247163,0
6300219658,0
6300248607,0
6300251969,0
6300247104,0
6300247031,0
6300256200,0
6300215695,0
6300255980,0
6300255905,0
6300256073,0
6300251853,0
6300215962,0
6300251330,0
6300251217,0
6300262294,0
6300214621,0
630025884X,0
630026260X,0
630025545X,0
6300248356,0
6300252310,0
6300252558,0
6300267830,0
6300268853,0
6300268535,0
6300267962,0
6300256286,0
6300269124,0
6300249816,0
6300216748,0
6300262545,0
630026341X,0
6300247945,0
6300269485,0
6300269701,0
6300250873,0
6300268144,0
6300216756,0
6300268799,0
6300270122,0
630026971X,0
6300269965,0
6300269671,0
6300269477,0
6300263150,0
6300270106,0
6300268748,0
6300256359,0
6300269841,0
6300269221,0
6300270211,0
6300269469,0
6300270068,0
6300269434,0
6300263444,0
6300269833,0
6300270424,0
6300268012,0
630026968X,0
6300249867,0
6300216608,0
6300266826,0
6300272966,0
6300270564,0
6300270912,0
6300271102,0
6300271307,0
6300271838,0
6300215881,0
6300217604,0
6300271749,0
630027151X,0
6300273210,0
6300271951,0
6300269450,0
6300271358,0
6300274195,0
6300274268,0
6300270149,0
6300268683,0
6300269418,0
6300270300,0
6300268756,0
6300276554,0
6300269280,0
6300268128,0
6300270580,0
630027182X,0
6300274586,0
6300274608,0
6300248569,0
630026906X,0
6300276740,0
6300269299,0
6300275035,0
6300276945,0
6300271528,0
6300271668,0
6300271579,0
6300271706,0
6300270270,0
6300261808,0
6300987493,0
6300987531,0
6300988805,0
6300279928,0
6300987787,0
6300987485,0
6300984869,0
6301004965,0
6300988600,0
6300988597,0
6301007360,0
6301008618,0
6300270327,0
630100678X,0
6300278506,0
6301007042,0
6301007433,0
6300270130,0
6301005783,0
6301006798,0
6300275310,0
6300270505,0
6301021029,0
6301024435,0
6301004981,0
6301009096,0
6301035828,0
6301031474,0
6301005376,0
6301039041,0
6301007883,0
6301049284,0
6300270297,0
6301008944,0
6301007581,0
6301066162,0
6301045734,0
6301005538,0
6301031350,0
6301072669,0
6301039459,0
630100955X,0
6301065573,0
630103581X,0
6301106415,0
6301035623,0
6301105915,0
6301016416,0
6301106490,0
6301093526,0
6300989003,0
6300275116,0
6301065565,0
6301055365,0
6301071395,0
6301066685,0
630027635X,0
6301050886,0
6301063058,0
6301118251,0
6301133471,0
6301065557,0
6301132742,0
6301031458,0
6301072642,0
630113334X,0
6301103408,0
6301095294,0
6301151321,0
6301130391,0
6301163788,0
6301024451,0
6301179544,0
6301108108,0
6301026128,0
6301115899,0
6301094999,0
6301174240,0
6301207947,0
6301049764,0
630120879X,0
6301094328,0
6301095200,0
6301008960,0
6301060938,0
630120798X,0
6301039009,0
6301106482,0
6301133404,0
6301218809,0
6301170113,0
630113284X,0
6301217861,0
6301140869,0
6301218159,0
6301140842,0
6301216121,0
6301229096,0
6301166671,0
6301115538,0
6301118413,0
6301045742,0
6301229606,0
6301221923,0
6301229371,0
6301049292,0
630104925X,0
6301115678,0
6301175239,0
6301216601,0
6301169786,0
6301239571,0
6301229495,0
6301216318,0
6301216237,0
6301017072,0
6301233166,0
6301221486,0
6301249038,0
6301232038,0
6301115880,0
6301094352,0
630124849X,0
6301103513,0
6301258746,0
6301254899,0
630121613X,0
6301105931,0
6301150953,0
6301257049,0
6301005740,0
6301254961,0
630121787X,0
6301016998,0
6301258401,0
6300987590,0
6301231783,0
6301290836,0
6301229452,0
6301290933,0
6301278461,0
6301058283,0
6301231848,0
630129341X,0
6301216113,0
6301279654,0
6301239598,0
6301216563,0
6301302990,0
6301247590,0
6301247345,0
6301161521,0
6301300548,0
6301278429,0
6301216156,0
6301031431,0
6301293320,0
6301327683,0
6301224620,0
630132773X,0
6301175220,0
6301325540,0
6301216210,0
6301331389,0
6301331362,0
6301304977,0
6301124537,0
6301224612,0
6301334523,0
6301328000,0
6301166736,0
6301328329,0
6301307208,0
6301221494,0
6301302982,0
6301374274,0
6301328515,0
6301374126,0
6301394747,0
6301352173,0
6301392469,0
6301248236,0
6301348281,0
6301276736,0
6301348869,0
6301390628,0
6301398998,0
630133275X,0
6301390725,0
6301272250,0
6301394429,0
6301224701,0
6301327705,0
6301415817,0
6301395018,0
6301415396,0
6301393945,0
6301423941,0
6301328450,0
630135964X,0
6301423704,0
6301440056,0
6301374223,0
6301408926,0
6301412761,0
6301264177,0
6301442768,0
6301435184,0
6301229398,0
6301328477,0
6301415159,0
630142462X,0
6301327977,0
6301390768,0
6301442733,0
630139562X,0
6301417216,0
6301394046,0
6301409388,0
6301161580,0
6301454901,0
6301475534,0
6301435192,0
6301421191,0
6301480422,0
6301455169,0
6301476166,0
6301480392,0
6301358570,0
6301327691,0
630144910X,0
6301423682,0
6301325397,0
6301352211,0
6301383869,0
6301454766,0
6301408977,0
630130053X,0
6301432819,0
6301413075,0
6301360966,0
6301480406,0
6301474961,0
6301538250,0
6301528565,0
6301417097,0
6301536827,0
6301514025,0
6301464303,0
6301410831,0
6301464966,0
6301394542,0
630154028X,0
630133292X,0
6301505638,0
6301491920,0
6301432827,0
6301465601,0
6301357256,0
6301564472,0
630132854X,0
6301415302,0
6301328507,0
630156443X,0
630150528X,0
6301558448,0
6301415841,0
6301413024,0
6301562313,0
6301586026,0
6301570723,0
630154059X,0
6301481356,0
6301578848,0
6301587383,0
6301379616,0
6301581474,0
6301564456,0
6301603478,0
6301581563,0
6301589068,0
6301598946,0
6301562925,0
6301480473,0
6301374290,0
6301603389,0
6301608054,0
6301465628,0
6301599225,0
630156118X,0
6301599462,0
6301505662,0
6301454308,0
6301599918,0
6301618033,0
6301581385,0
6301536940,0
6301608534,0
6301558359,0
6301619544,0
6301564480,0
6301279727,0
6301589106,0
6301640586,0
6301443837,0
6301562216,0
6301599314,0
6301640799,0
6301599004,0
6301465016,0
6301646096,0
6301629787,0
6301640780,0
6301528581,0
630165160X,0
6301560620,0
6301536789,0
6301627288,0
6301651960,0
630152859X,0
6301352181,0
6301618688,0
6301628543,0
6301652037,0
6301657543,0
6301572793,0
6301643410,0
6301662954,0
6301666720,0
6301661710,0
630165207X,0
6301618602,0
630154031X,0
6301677994,0
6301398912,0
6301611810,0
6301661850,0
6301678141,0
6301648560,0
6301661737,0
6301689984,0
6301696166,0
6301686977,0
6301678036,0
6301651847,0
6301640659,0
6301694007,0
6301661729,0
6301697308,0
630141019X,0
6301706811,0
6301646053,0
6301704754,0
6301576810,0
6301658795,0
6301708075,0
6301694074,0
6301650697,0
6301558308,0
6301696735,0
630167796X,0
6301707990,0
6301691687,0
6301670124,0
6301647742,0
6301657780,0
630172061X,0
630170780X,0
6301720555,0
6301468783,0
6301590740,0
6301734815,0
6301599454,0
6301696190,0
6301734726,0
6301720571,0
6301748107,0
630165191X,0
6301720407,0
6301666569,0
6301750705,0
6301736303,0
6301752708,0
630174411X,0
6301718275,0
6301720385,0
6301706498,0
6301720539,0
6301744128,0
630175865X,0
6301708261,0
6301666666,0
6301694147,0
6301697758,0
6301706471,0
6301752643,0
6301708113,0
6301765974,0
6301760395,0
630172058X,0
6301760379,0
6301752694,0
630176031X,0
6301640594,0
6301718941,0
6301773586,0
6301766261,0
6301777476,0
6301750667,0
6301777387,0
6301694015,0
6301734777,0
6301734785,0
6301759281,0
6301778367,0
6301729897,0
6301777840,0
6301770986,0
6301782666,0
6301708032,0
630176627X,0
6301763424,0
630178216X,0
6301773578,0
6301798023,0
6301739655,0
6301758110,0
6301797949,0
6301771435,0
6301759079,0
6301773632,0
6301744136,0
6301793196,0
6301767918,0
6301798171,0
630179513X,0
630179818X,0
6301798678,0
6301798201,0
6301788508,0
630179821X,0
6301777875,0
6301798740,0
6301782712,0
6301788494,0
6301797965,0
630178541X,0
6301798058,0
6301785436,0
6301798686,0
6301798066,0
6301763041,0
630179799X,0
630170648X,0
6301778359,0
6301730038,0
6301750721,0
630179804X,0
630180113X,0
6301801709,0
6301798279,0
6301800982,0
6301798643,0
6301798805,0
630180127X,0
6301773500,0
6301798694,0
6301750748,0
6301802268,0
6301801148,0
630179849X,0
6301798945,0
6301801288,0
6301798287,0
6301766180,0
6301802497,0
630180256X,0
6301797973,0
6301802640,0
6301801571,0
6301805194,0
6301801725,0
6301805615,0
6301697723,0
6301813480,0
6301801253,0
6301802357,0
6301798260,0
6301820932,0
6301753534,0
6301739647,0
6301802373,0
6301788486,0
6301801946,0
630180130X,0
6301817761,0
6301798732,0
6301798147,0
6301798589,0
6301802489,0
6301777492,0
6301801954,0
6301802012,0
6301801083,0
6301798902,0
6301798562,0
6301766210,0
6301802322,0
6301851293,0
6301815807,0
6301773551,0
6301802748,0
6301810678,0
6301821122,0
6301863208,0
6301826558,0
6301801849,0
6301805372,0
6301885538,0
6301827643,0
6301863194,0
6301888898,0
6301802535,0
6301900154,0
6301814010,0
6301901282,0
6301868684,0
6301805429,0
6301798961,0
6301912373,0
6301912381,0
6301900596,0
6301902645,0
630191029X,0
6301920376,0
6301896424,0
6301913949,0
6301914120,0
6301801652,0
6301758641,0
6301928512,0
6301802020,0
6301928679,0
6301928490,0
6301925769,0
6301928555,0
6301930010,0
6301929942,0
6301930088,0
6301914090,0
6301903285,0
6301931645,0
6301932420,0
630193055X,0
630193413X,0
6301863186,0
6301928652,0
6301933869,0
630191399X,0
630191564X,0
630192875X,0
6301934121,0
6301916050,0
6301928970,0
6301930037,0
6301928423,0
6301945298,0
6301929225,0
6301933885,0
6301955188,0
6301954890,0
6301932838,0
6301934156,0
6301931025,0
6301952529,0
6301928156,0
6301959949,0
6301934288,0
6301942671,0
6301928008,0
6301934903,0
6301929810,0
6301928180,0
6301948319,0
6301963660,0
6301948262,0
6301964233,0
6301964217,0
6301964292,0
6301959981,0
6301930592,0
6301964144,0
6301959728,0
6301963717,0
6301930908,0
6301964098,0
6301961412,0
630194299X,0
6301966074,0
6301901274,0
6301964411,0
6301963725,0
6301965965,0
6301965639,0
6301960084,0
6301966295,0
6301945085,0
6301917588,0
630196697X,0
630195517X,0
6301966465,0
6301966708,0
6301930789,0
6301933532,0
6301961439,0
6301964187,0
6301942728,0
6301945301,0
6301967364,0
6301967801,0
6301967569,0
6301966163,0
6301967771,0
6301967852,0
630196604X,0
6301944593,0
6301964314,0
6301934946,0
6301964306,0
6301948394,0
6301955137,0
6301880447,0
6301968964,0
6301967720,0
6301965698,0
630196571X,0
6301935063,0
6301967933,0
6301966449,0
6301967917,0
6301968972,0
6301967283,0
6301967275,0
6301969367,0
6301969022,0
6301966848,0
6301966651,0
6301969081,0
630196926X,0
6301967380,0
6301965663,0
6301969847,0
6301964209,0
6301966805,0
6301967070,0
6301969162,0
6301964179,0
6301969464,0
6301969561,0
6301944658,0
6301969774,0
6301969065,0
6301967828,0
6301942647,0
6301903242,0
6301971280,0
6301967313,0
6301971809,0
6301966422,0
6301966562,0
6301963776,0
6301935047,0
630196991X,0
6301971914,0
6301971760,0
6301967968,0
6301971779,0
6301971663,0
6301969413,0
6301972252,0
6301969308,0
6301966554,0
630196778X,0
6301969294,0
6301969030,0
630196781X,0
6301928253,0
6301969979,0
6301966244,0
6301973313,0
6301972228,0
6301969316,0
6301969111,0
6301969448,0
6301969928,0
6301971345,0
6301971191,0
6301967690,0
6301975979,0
630197204X,0
6301976711,0
6301964055,0
6301969138,0
6301976045,0
6301976096,0
6301976398,0
6301973259,0
6301967763,0
6301977211,0
6301973178,0
6301969014,0
6301977092,0
6301966090,0
6301968824,0
6301977483,0
6301971876,0
6301975960,0
6301972937,0
6301976215,0
6301977963,0
6301972651,0
6301978501,0
6301973070,0
6301977491,0
6301977637,0
630197882X,0
6301977351,0
6301976460,0
6301977343,0
6301978439,0
6301978242,0
6301978374,0
630197753X,0
6301971175,0
6301977629,0
6301972732,0
6301972341,0
6301926382,0
6301979516,0
6301977181,0
6301973208,0
6301977270,0
6301979850,0
6301982746,0
